Item,10 Wins,10-0 Run,Win at Diamond,Win with Enchanted,Win with Another Hero,Hero,Size,Column 12,Column 1,Column 13,Column 2,Column 3
Black Pepper,TRUE,TRUE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Butter,TRUE,TRUE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Cleaver,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Curry,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Dishwasher,TRUE,TRUE,TRUE,TRUE,TRUE,Jules,Large,,,,,
Hot Sauce,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Ice Cubes,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Knife Set,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Medium,,,,,
Oven Mitts,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Pickled Peppers,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Rolling Pin,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Medium,,,,,
Salt,TRUE,TRUE,TRUE,FALSE,TRUE,Jules,Small,"(The Bazaar) New Season, New Not Lighthouse - YouTube",,,,
Skillet,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Baked Potato,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Carving Fork,TRUE,TRUE,TRUE,TRUE,FALSE,Jules,Small,,,,,
Chef Hat,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Chopsticks,TRUE,TRUE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Coffee,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Small,,,,,
Cookie Cutters,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Cookies,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Cooking Mallet,TRUE,TRUE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Decanter,TRUE,FALSE,TRUE,FALSE,FALSE,Jules,Small,,,,,
Eggs,TRUE,TRUE,TRUE,FALSE,FALSE,Jules,Small,,,,,
Instant Noodles,TRUE,TRUE,FALSE,TRUE,TRUE,Jules,Small,,,,,
Pasta,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Scorchpepper,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Seafood Cracker,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Skewer,TRUE,TRUE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Sorbet,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Spatula,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Strawberries,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Trail Mix,TRUE,FALSE,TRUE,FALSE,FALSE,Jules,Small,,,,,
Ulu Knife,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Banu Leaves,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
LauLau,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Santoku,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Bread Knife,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Caviar,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Chocolate Coin,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Corkscrew,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Fortune Cookie,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Grater,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Herb Shears,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Honeycomb,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Meat Tenderizer,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Mouse Trap,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Pancakes,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Pizza Cutter,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Saffron,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Small,,,,,
Slushee,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Small,,,,,
Universal Sauce,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Whisk,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Zarlic,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Poke,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Egg Timer,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Small,,,,,
Apron,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Medium,,,,,
Basket,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Medium,,,,,
Birthday Cake,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Blueberry Pie,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Medium,,,,,
Colander,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Durian,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Excellent Vintage,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Microwave,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Pasta Maker,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Rice,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Azakan Stew,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Blender,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Medium,,,,,
Bread,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Burrito,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Cake Batter,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Cheese Wheel,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Cookbook,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Dragonmelon,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Fruit Press,TRUE,TRUE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Hot Box,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Medium,,,,,
Ice Swan,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Jambalaya,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Medium,,,,,
Kitchen Scale,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Laurel's Favorite,TRUE,FALSE,TRUE,TRUE,TRUE,Jules,Medium,,,,,
Pizza,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Pumpkin,TRUE,FALSE,TRUE,FALSE,FALSE,Jules,Medium,,,,,
Rice Cooker,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Spice Rack,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Tea Siphon,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Toaster,TRUE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Cooler,TRUE,FALSE,FALSE,,FALSE,Jules,Medium,,,,,
Cutting Board,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Imu,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Medium,,,,,
Prep Station,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Cornucopia,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Medium,,,,,
Dragon Steak,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Mini Fridge,TRUE,FALSE,TRUE,FALSE,FALSE,Jules,Medium,,,,,
Refrigerator,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Medium,,,,,
Serving Platter,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Medium,,,,,
Beach Umbrella,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Medium,,,,,
Giant Lollipop,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Large,,,,,
Gingerbread House,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Large,,,,,
Farmer's Market,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Large,,,,,
Feast,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Large,,,,,
Food Truck,TRUE,FALSE,TRUE,FALSE,TRUE,Jules,Large,,,,,
Freezer,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Large,,,,,
Giant Sub,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Large,,,,,
Grill,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Large,,,,,
Jumbo Wok,TRUE,FALSE,FALSE,TRUE,FALSE,Jules,Large,,,,,
Laurel's Fortress,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Large,,,,,
Pastry Cart,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Large,,,,,
Sushi Boat,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Large,,,,,
Bubblegum Floor,FALSE,FALSE,FALSE,FALSE,FALSE,Jules,Large,,,,,
Luau,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Large,,,,,
Oven,TRUE,FALSE,TRUE,TRUE,FALSE,Jules,Large,,,,,
Pantry,TRUE,FALSE,TRUE,FALSE,FALSE,Jules,Large,,,,,
Adrenal Converter,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Medium,(The Bazaar) Super Decay Idol 的笑容都没你的甜 - YouTube,,,,
Alembic,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Aludel,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Medium,,,,,
Amber,TRUE,FALSE,FALSE,FALSE,TRUE,Mak,Small,"(The Bazaar) OK OK Let's Hammlet This Guy, Lets Beat Him With Hammlet",(The Bazaar) Finally Getting A Torch Run - YouTube,,,
Apothecary,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Large,(The Bazaar) Big Bone My Beloved - YouTube,,,,
Athanor,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Large,,,,,
Barbed Claws,TRUE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Basilisk Fang,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Small,,,,,
Black Ice,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Medium,,,,,
Black Rose,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Blank Slate,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Boiling Flask,TRUE,TRUE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) Bin Works With Vat Now! Soup Time - YouTube,(The Bazaar) The Sinister Potion! - YouTube,,,
Bottled Explosion,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Medium,,,,,
Bottled Lightning,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Bottled Tornado,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Small,,,,,
Calcinator,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) Virus Mak Is Kinda Sick - YouTube,,,,
Candles,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Cauldron,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Cellar,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Covetous Raven,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Crocodile Tears,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Death Caps,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Dragon's Breath,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Earrings,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Emerald,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Energy Potion,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Small,"(The Bazaar) New Season, New Not Lighthouse - YouTube",(The Bazaar) Peacewrought So Hungry It Might Eat A... - YouTube,(The Bazaar) Bin Works With Vat Now! Soup Time - YouTube,,
Eternal Torch,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) Finally Getting A Torch Run - YouTube,,,,
Excavation Tools,TRUE,FALSE,TRUE,FALSE,FALSE,Mak,Small,,,,,
Fire Claw,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Medium,(The Bazaar) Virus Mak Is Kinda Sick - YouTube,(The Bazaar) Bin Works With Vat Now! Soup Time - YouTube,,,
Fire Potion,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Small,,,,,
Fireflies,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Small,,,,,
Floor Spike,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Small,,,,,
Frost Potion,TRUE,TRUE,TRUE,TRUE,FALSE,Mak,Small,(The Bazaar) Peacewrought So Hungry It Might Eat A... - YouTube,(The Bazaar) The Sinister Potion! - YouTube,,,
Frost Totem,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Frozen Flame,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Large,,,,,
Fungal Spores,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Small,,,,,
Goop Flail,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Large,(The Bazaar) I'm over here gooping my flail I got goop on my flail right now. I'm goopy as flail man,,,,
Hemlock,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Hourglass,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Small,(The Bazaar) Virus Mak Is Kinda Sick - YouTube,(The Bazaar) Finally Getting A Torch Run - YouTube,,,
Ice Claw,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,,,,,
Idol of Decay,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) Green Orb My Favorite Character - YouTube,(The Bazaar) Super Decay Idol 的笑容都没你的甜 - YouTube,,,
Incense,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Infinite Potion,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Small,,,,,
Infused Bracers,TRUE,FALSE,TRUE,FALSE,FALSE,Mak,Medium,,,,,
Invulnerability Potion,TRUE,FALSE,TRUE,FALSE,FALSE,Mak,Small,(The Bazaar) Peacewrought So Hungry It Might Eat A... - YouTube,(The Bazaar) Finally Getting A Torch Run - YouTube,,,
Laboratory,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Large,,,,,
Leeches,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Medium,,,,,
Letter Opener,TRUE,FALSE,FALSE,TRUE,TRUE,Mak,Small,"(The Bazaar) The Re-Mak-tch, Bone vs Carpet - YouTube",(The Bazaar) Driving In My Dragon Heart Core,,,
Library,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Large,,,,,
Life Conduit,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) Green Orb My Favorite Character - YouTube,,,,
Magic Carpet,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,"(The Bazaar) The Re-Mak-tch, Bone vs Carpet - YouTube",,,,
Magnus' Femur,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Large,(The Bazaar) Big Bone My Beloved - YouTube,,,,
Makroscope,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Small,(The Bazaar) The Sinister Potion! - YouTube,(The Bazaar) Finally Getting A Torch Run - YouTube,,,
Memento Mori,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Mirror,TRUE,FALSE,TRUE,FALSE,TRUE,Mak,Medium,"(The Bazaar) If That Don't Work, Use Two Pistol Sword",,,,
Mortar & Pestle,TRUE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,"(The Bazaar) The Re-Mak-tch, Bone vs Carpet - YouTube",,,,
Mothmeal,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Myrrh,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Nightshade,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Noxious Potion,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Small,,,,,
Oil Lantern,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Medium,,,,,
Opitcal Augment,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Small,(The Bazaar) Mak Speedrun Spidermace% - YouTube,,,,
Ouroboros Statue,TRUE,TRUE,TRUE,FALSE,FALSE,Mak,Medium,,,,,
Palanquin,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Large,(The Bazaar) The Sinister Potion! - YouTube,,,,
Peacewrought,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) Peacewrought So Hungry It Might Eat A... - YouTube,,,,
Pendulum,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) Green Orb My Favorite Character - YouTube,"(The Bazaar) Regal Blades Crit Is Low, But Not 0 - YouTube",(The Bazaar) The Sinister Potion! - YouTube,(The Bazaar) The Dual Katana Infinite - YouTube,(The Bazaar) Radiant Crane Can't Be Stopped - YouTube
Philosopher's Stone,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Small,,,,,
Plague Glaive,TRUE,TRUE,TRUE,FALSE,FALSE,Mak,Large,,,,,
Poppy Field,TRUE,TRUE,TRUE,TRUE,TRUE,Mak,Large,(The Bazaar) I'm over here gooping my flail I got goop on my flail right now. I'm goopy as flail man,(The Bazaar) Mak Speedrun Spidermace% - YouTube,(The Bazaar) Unnerfed Power Drill... I missed you - YouTube,,
Potion Distillery,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Large,,,,,
Potion Potion,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Quicksilver,TRUE,FALSE,FALSE,TRUE,TRUE,Mak,Small,,,,,
Quill and Ink,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Rainbow Potion,TRUE,TRUE,FALSE,FALSE,TRUE,Mak,Small,,,,,
Rapid Injecting System,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Medium,(The Bazaar) Mak Speedrun Spidermace% - YouTube,(The Bazaar) Green Orb My Favorite Character - YouTube,(The Bazaar) Super Decay Idol 的笑容都没你的甜 - YouTube,,
Recycling Bin,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) New Patch! Recycling Bin Machine Gun - YouTube,(The Bazaar) Bin Works With Vat Now! Soup Time - YouTube,,,
Refractor,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Medium,,,,,
Regeneration Potion,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Retort,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Medium,(The Bazaar) Virus Mak Is Kinda Sick - YouTube,,,,
Ritual Dagger,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Ruby,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Runic Blade,TRUE,FALSE,TRUE,FALSE,TRUE,Mak,Medium,,,,,
Runic Daggers,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Medium,"(The Bazaar) The Re-Mak-tch, Bone vs Carpet - YouTube",,,,
Runic Double Bow,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Runic Great Axe,TRUE,FALSE,FALSE,FALSE,FALSE,Mak,Large,"(The Bazaar) The Re-Mak-tch, Bone vs Carpet - YouTube",,,,
Runic Potion,TRUE,TRUE,TRUE,TRUE,TRUE,Mak,Small,(The Bazaar) Big Bone My Beloved - YouTube,(The Bazaar) New Patch! Recycling Bin Machine Gun - YouTube,,,
Sands of Time,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Sapphire,TRUE,FALSE,FALSE,FALSE,TRUE,Mak,Small,,,,,
Satchel,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Scales,TRUE,FALSE,TRUE,FALSE,TRUE,Mak,Medium,,,,,
Secret Formula,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Medium,(The Bazaar) Dooley Steals The Secret Formula - YouTube,,,,
Shard of Obsidian,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Show Globe,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Shrinking Potion,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Small,,,,,
Sifting Pan,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Sleeping Potion,TRUE,TRUE,TRUE,TRUE,FALSE,Mak,Small,(The Bazaar) New Patch! Recycling Bin Machine Gun - YouTube,,,,
Smelling Salts,TRUE,TRUE,FALSE,TRUE,TRUE,Mak,Small,(The Bazaar) Big Bone My Beloved - YouTube,(The Bazaar) I'm over here gooping my flail I got goop on my flail right now. I'm goopy as flail man,(The Bazaar) Virus Mak Is Kinda Sick - YouTube,(The Bazaar) Finally Getting A Torch Run - YouTube,(The Bazaar) Super Decay Idol 的笑容都没你的甜 - YouTube
Soul Ring,TRUE,FALSE,FALSE,FALSE,FALSE,Mak,Small,(The Bazaar) Green Orb My Favorite Character - YouTube,,,,
Soulstone,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Spider Mace,TRUE,TRUE,TRUE,TRUE,FALSE,Mak,Small,(The Bazaar) I'm over here gooping my flail I got goop on my flail right now. I'm goopy as flail man,(The Bazaar) Mak Speedrun Spidermace% - YouTube,(The Bazaar) Green Orb My Favorite Character - YouTube,,
Staff of the Moose,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Large,,,,,
Strength Potion,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Small,(The Bazaar) Peacewrought So Hungry It Might Eat A... - YouTube,(The Bazaar) Virus Mak Is Kinda Sick - YouTube,(The Bazaar) Finally Getting A Torch Run - YouTube,(The Bazaar) Super Decay Idol 的笑容都没你的甜 - YouTube,
Sulphur,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Sunlight Spear,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,(The Bazaar) Peacewrought So Hungry It Might Eat A... - YouTube,,,,
Sword Cane,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Tazidian Dagger,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Test Subject Alpha,TRUE,FALSE,TRUE,FALSE,FALSE,Mak,Large,,,,,
The Tome of Yyahan,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Thrown Net,TRUE,FALSE,TRUE,FALSE,FALSE,Mak,Medium,,,,,
Thurible,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Small,,,,,
Tomb of the Ancients,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Large,,,,,
Vat of Acid,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Large,(The Bazaar) Bin Works With Vat Now! Soup Time - YouTube,,,,
Venom,TRUE,TRUE,TRUE,TRUE,FALSE,Mak,Small,,,,,
Venomander,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Venomous Dose,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Vial Launcher,TRUE,FALSE,FALSE,TRUE,FALSE,Mak,Medium,(The Bazaar) New Patch! Recycling Bin Machine Gun - YouTube,,,,
Viper Cane,TRUE,FALSE,TRUE,FALSE,FALSE,Mak,Medium,,,,,
Vitality Potion,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Small,(The Bazaar) The Sinister Potion! - YouTube,,,,
Weaselpede,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Wild Quillback,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Medium,,,,,
Atmospheric Sampler,TRUE,TRUE,TRUE,TRUE,TRUE,Mak,Medium,,,,,
Cloud Wisp,TRUE,FALSE,FALSE,TRUE,TRUE,Mak,Small,,,,,
Distilled Sunlight,TRUE,TRUE,TRUE,FALSE,FALSE,Mak,Small,,,,,
Flying Potion,TRUE,TRUE,FALSE,TRUE,FALSE,Mak,Small,,,,,
Frozen Horror,TRUE,FALSE,TRUE,FALSE,FALSE,Mak,Medium,,,,,
Gravstone,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
Ionized Lightning,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Small,,,,,
Orly,TRUE,FALSE,TRUE,TRUE,TRUE,Mak,Small,,,,,
Skyspirit Ashes,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Large,,,,,
Skyterror,TRUE,TRUE,TRUE,TRUE,FALSE,Mak,Large,,,,,
Foul Mushroom,TRUE,FALSE,TRUE,TRUE,FALSE,Mak,Medium,,,,,
Rainbow Staff,FALSE,FALSE,FALSE,FALSE,FALSE,Mak,Medium,,,,,
28 Hour Fitness,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
Abacus,TRUE,FALSE,TRUE,FALSE,FALSE,Pygmalien,Small,,,,,
Apropos Chapeau,TRUE,TRUE,FALSE,TRUE,FALSE,Pygmalien,Medium,,,,,
Atlas Stone,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) The Atlas Stone Infinite - YouTube,,,,
Atlatl,TRUE,FALSE,FALSE,TRUE,TRUE,Pygmalien,Medium,,,,,
ATM,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Aurora Dome,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Badblocker,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
Balcony,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,(The Bazaar) Pygdooley - YouTube,,,,
Bandages,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Small,,,,,
Beast of Burden,TRUE,TRUE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
Beehive,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,,,,,
Belt,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Billboard,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Large,,,,,
Blue Piggles A,TRUE,FALSE,FALSE,TRUE,FALSE,Pygmalien,Small,,,,,
Blue Piggles L,TRUE,TRUE,TRUE,FALSE,FALSE,Pygmalien,Small,(The Bazaar) Match Boxing With The Reworked Legendary - YouTube,(The Bazaar) Pygdooley - YouTube,,,
Blue Piggles R,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Small,,,,,
Booby Trap,TRUE,FALSE,TRUE,TRUE,FALSE,Pygmalien,Medium,,,,,
Boomerang,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
Bootstraps,FALSE,FALSE,FALSE,FALSE,FALSE,Pygmalien,Medium,,,,,
